secret_religious_society_bon;[GetReligiousCommunityName_bon];[GetReligiousCommunityName_bon];[GetReligiousCommunityName_bon];;[GetReligiousCommunityName_bon];;;;;;;;;x
secret_religious_society_taoist_desc;[GetReligiousSocietyDesc_taoist];[GetReligiousSocietyDesc_taoist];[GetReligiousSocietyDesc_taoist];;[GetReligiousSocietyDesc_taoist];;;;;;;;;x
secret_religious_society_jewish_desc;[GetReligiousSocietyDesc_jewish];[GetReligiousSocietyDesc_jewish];[GetReligiousSocietyDesc_jewish];;[GetReligiousSocietyDesc_jewish];;;;;;;;;x
secret_religious_society_zoroastrian_desc;[GetReligiousSocietyDesc_zoroastrian];[GetReligiousSocietyDesc_zoroastrian];[GetReligiousSocietyDesc_zoroastrian];;[GetReligiousSocietyDesc_zoroastrian];;;;;;;;;x
secret_religious_society_norse_pagan_reformed_desc;[GetReligiousSocietyDesc_norse_pagan_reformed];[GetReligiousSocietyDesc_norse_pagan_reformed];[GetReligiousSocietyDesc_norse_pagan_reformed];;[GetReligiousSocietyDesc_norse_pagan_reformed];;;;;;;;;x
secret_religious_society_slavic_pagan_reformed_desc;[GetReligiousSocietyDesc_slavic_pagan_reformed];[GetReligiousSocietyDesc_slavic_pagan_reformed];[GetReligiousSocietyDesc_slavic_pagan_reformed];;[GetReligiousSocietyDesc_slavic_pagan_reformed];;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_desc;[GetReligiousSocietyDesc_baltic_pagan_reformed];[GetReligiousSocietyDesc_baltic_pagan_reformed];[GetReligiousSocietyDesc_baltic_pagan_reformed];;[GetReligiousSocietyDesc_baltic_pagan_reformed];;;;;;;;;x
secret_religious_society_tengri_pagan_reformed_desc;[GetReligiousSocietyDesc_tengri_pagan_reformed];[GetReligiousSocietyDesc_tengri_pagan_reformed];[GetReligiousSocietyDesc_tengri_pagan_reformed];;[GetReligiousSocietyDesc_tengri_pagan_reformed];;;;;;;;;x
secret_religious_society_finnish_pagan_reformed_desc;[GetReligiousSocietyDesc_finnish_pagan_reformed];[GetReligiousSocietyDesc_finnish_pagan_reformed];[GetReligiousSocietyDesc_finnish_pagan_reformed];;[GetReligiousSocietyDesc_finnish_pagan_reformed];;;;;;;;;x
secret_religious_society_west_african_pagan_reformed_desc;[GetReligiousSocietyDesc_west_african_pagan_reformed];[GetReligiousSocietyDesc_west_african_pagan_reformed];[GetReligiousSocietyDesc_west_african_pagan_reformed];;[GetReligiousSocietyDesc_west_african_pagan_reformed];;;;;;;;;x
secret_religious_society_zun_pagan_reformed_desc;[GetReligiousSocietyDesc_zun_pagan_reformed];[GetReligiousSocietyDesc_zun_pagan_reformed];[GetReligiousSocietyDesc_zun_pagan_reformed];;[GetReligiousSocietyDesc_zun_pagan_reformed];;;;;;;;;x
secret_religious_society_catholic_desc;[GetReligiousSocietyDesc_catholic];[GetReligiousSocietyDesc_catholic];[GetReligiousSocietyDesc_catholic];;[GetReligiousSocietyDesc_catholic];;;;;;;;;x
secret_religious_society_orthodox_desc;[GetReligiousSocietyDesc_orthodox];[GetReligiousSocietyDesc_orthodox];[GetReligiousSocietyDesc_orthodox];;[GetReligiousSocietyDesc_orthodox];;;;;;;;;x
secret_religious_society_sunni_desc;[GetReligiousSocietyDesc_sunni];[GetReligiousSocietyDesc_sunni];[GetReligiousSocietyDesc_sunni];;[GetReligiousSocietyDesc_sunni];;;;;;;;;x
secret_religious_society_shiite_desc;[GetReligiousSocietyDesc_shiite];[GetReligiousSocietyDesc_shiite];[GetReligiousSocietyDesc_shiite];;[GetReligiousSocietyDesc_shiite];;;;;;;;;x
secret_religious_society_hindu_desc;[GetReligiousSocietyDesc_hindu];[GetReligiousSocietyDesc_hindu];[GetReligiousSocietyDesc_hindu];;[GetReligiousSocietyDesc_hindu];;;;;;;;;x
secret_religious_society_buddhist_desc;[GetReligiousSocietyDesc_buddhist];[GetReligiousSocietyDesc_buddhist];[GetReligiousSocietyDesc_buddhist];;[GetReligiousSocietyDesc_buddhist];;;;;;;;;x
secret_religious_society_jain_desc;[GetReligiousSocietyDesc_jain];[GetReligiousSocietyDesc_jain];[GetReligiousSocietyDesc_jain];;[GetReligiousSocietyDesc_jain];;;;;;;;;x
secret_religious_society_cathar_desc;[GetReligiousSocietyDesc_cathar];[GetReligiousSocietyDesc_cathar];[GetReligiousSocietyDesc_cathar];;[GetReligiousSocietyDesc_cathar];;;;;;;;;x
secret_religious_society_fraticelli_desc;[GetReligiousSocietyDesc_fraticelli];[GetReligiousSocietyDesc_fraticelli];[GetReligiousSocietyDesc_fraticelli];;[GetReligiousSocietyDesc_fraticelli];;;;;;;;;x
secret_religious_society_lollard_desc;[GetReligiousSocietyDesc_lollard];[GetReligiousSocietyDesc_lollard];[GetReligiousSocietyDesc_lollard];;[GetReligiousSocietyDesc_lollard];;;;;;;;;x
secret_religious_society_waldensian_desc;[GetReligiousSocietyDesc_waldensian];[GetReligiousSocietyDesc_waldensian];[GetReligiousSocietyDesc_waldensian];;[GetReligiousSocietyDesc_waldensian];;;;;;;;;x
secret_religious_society_bogomilist_desc;[GetReligiousSocietyDesc_bogomilist];[GetReligiousSocietyDesc_bogomilist];[GetReligiousSocietyDesc_bogomilist];;[GetReligiousSocietyDesc_bogomilist];;;;;;;;;x
secret_religious_society_monothelite_desc;[GetReligiousSocietyDesc_monothelite];[GetReligiousSocietyDesc_monothelite];[GetReligiousSocietyDesc_monothelite];;[GetReligiousSocietyDesc_monothelite];;;;;;;;;x
secret_religious_society_iconoclast_desc;[GetReligiousSocietyDesc_iconoclast];[GetReligiousSocietyDesc_iconoclast];[GetReligiousSocietyDesc_iconoclast];;[GetReligiousSocietyDesc_iconoclast];;;;;;;;;x
secret_religious_society_paulician_desc;[GetReligiousSocietyDesc_paulician];[GetReligiousSocietyDesc_paulician];[GetReligiousSocietyDesc_paulician];;[GetReligiousSocietyDesc_paulician];;;;;;;;;x
secret_religious_society_miaphysite_desc;[GetReligiousSocietyDesc_miaphysite];[GetReligiousSocietyDesc_miaphysite];[GetReligiousSocietyDesc_miaphysite];;[GetReligiousSocietyDesc_miaphysite];;;;;;;;;x
secret_religious_society_monophysite_desc;[GetReligiousSocietyDesc_monophysite];[GetReligiousSocietyDesc_monophysite];[GetReligiousSocietyDesc_monophysite];;[GetReligiousSocietyDesc_monophysite];;;;;;;;;x
secret_religious_society_nestorian_desc;[GetReligiousSocietyDesc_nestorian];[GetReligiousSocietyDesc_nestorian];[GetReligiousSocietyDesc_nestorian];;[GetReligiousSocietyDesc_nestorian];;;;;;;;;x
secret_religious_society_messalian_desc;[GetReligiousSocietyDesc_messalian];[GetReligiousSocietyDesc_messalian];[GetReligiousSocietyDesc_messalian];;[GetReligiousSocietyDesc_messalian];;;;;;;;;x
secret_religious_society_zikri_desc;[GetReligiousSocietyDesc_zikri];[GetReligiousSocietyDesc_zikri];[GetReligiousSocietyDesc_zikri];;[GetReligiousSocietyDesc_zikri];;;;;;;;;x
secret_religious_society_yazidi_desc;[GetReligiousSocietyDesc_yazidi];[GetReligiousSocietyDesc_yazidi];[GetReligiousSocietyDesc_yazidi];;[GetReligiousSocietyDesc_yazidi];;;;;;;;;x
secret_religious_society_druze_desc;[GetReligiousSocietyDesc_druze];[GetReligiousSocietyDesc_druze];[GetReligiousSocietyDesc_druze];;[GetReligiousSocietyDesc_druze];;;;;;;;;x
secret_religious_society_hurufi_desc;[GetReligiousSocietyDesc_hurufi];[GetReligiousSocietyDesc_hurufi];[GetReligiousSocietyDesc_hurufi];;[GetReligiousSocietyDesc_hurufi];;;;;;;;;x
secret_religious_society_ibadi_desc;[GetReligiousSocietyDesc_ibadi];[GetReligiousSocietyDesc_ibadi];[GetReligiousSocietyDesc_ibadi];;[GetReligiousSocietyDesc_ibadi];;;;;;;;;x
secret_religious_society_kharijite_desc;[GetReligiousSocietyDesc_kharijite];[GetReligiousSocietyDesc_kharijite];[GetReligiousSocietyDesc_kharijite];;[GetReligiousSocietyDesc_kharijite];;;;;;;;;x
secret_religious_society_samaritan_desc;[GetReligiousSocietyDesc_samaritan];[GetReligiousSocietyDesc_samaritan];[GetReligiousSocietyDesc_samaritan];;[GetReligiousSocietyDesc_samaritan];;;;;;;;;x
secret_religious_society_karaite_desc;[GetReligiousSocietyDesc_karaite];[GetReligiousSocietyDesc_karaite];[GetReligiousSocietyDesc_karaite];;[GetReligiousSocietyDesc_karaite];;;;;;;;;x
secret_religious_society_mazdaki_desc;[GetReligiousSocietyDesc_mazdaki];[GetReligiousSocietyDesc_mazdaki];[GetReligiousSocietyDesc_mazdaki];;[GetReligiousSocietyDesc_mazdaki];;;;;;;;;x
secret_religious_society_manichean_desc;[GetReligiousSocietyDesc_manichean];[GetReligiousSocietyDesc_manichean];[GetReligiousSocietyDesc_manichean];;[GetReligiousSocietyDesc_manichean];;;;;;;;;x
secret_religious_society_norse_pagan_desc;[GetReligiousSocietyDesc_norse_pagan];[GetReligiousSocietyDesc_norse_pagan];[GetReligiousSocietyDesc_norse_pagan];;[GetReligiousSocietyDesc_norse_pagan];;;;;;;;;x
secret_religious_society_baltic_pagan_desc;[GetReligiousSocietyDesc_baltic_pagan];[GetReligiousSocietyDesc_baltic_pagan];[GetReligiousSocietyDesc_baltic_pagan];;[GetReligiousSocietyDesc_baltic_pagan];;;;;;;;;x
secret_religious_society_finnish_pagan_desc;[GetReligiousSocietyDesc_finnish_pagan];[GetReligiousSocietyDesc_finnish_pagan];[GetReligiousSocietyDesc_finnish_pagan];;[GetReligiousSocietyDesc_finnish_pagan];;;;;;;;;x
secret_religious_society_slavic_pagan_desc;[GetReligiousSocietyDesc_slavic_pagan];[GetReligiousSocietyDesc_slavic_pagan];[GetReligiousSocietyDesc_slavic_pagan];;[GetReligiousSocietyDesc_slavic_pagan];;;;;;;;;x
secret_religious_society_tengri_pagan_desc;[GetReligiousSocietyDesc_tengri_pagan];[GetReligiousSocietyDesc_tengri_pagan];[GetReligiousSocietyDesc_tengri_pagan];;[GetReligiousSocietyDesc_tengri_pagan];;;;;;;;;x
secret_religious_society_aztec_desc;[GetReligiousSocietyDesc_aztec];[GetReligiousSocietyDesc_aztec];[GetReligiousSocietyDesc_aztec];;[GetReligiousSocietyDesc_aztec];;;;;;;;;x
secret_religious_society_aztec_reformed_desc;[GetReligiousSocietyDesc_aztec_reformed];[GetReligiousSocietyDesc_aztec_reformed];[GetReligiousSocietyDesc_aztec_reformed];;[GetReligiousSocietyDesc_aztec_reformed];;;;;;;;;x
secret_religious_society_west_african_pagan_desc;[GetReligiousSocietyDesc_west_african_pagan];[GetReligiousSocietyDesc_west_african_pagan];[GetReligiousSocietyDesc_west_african_pagan];;[GetReligiousSocietyDesc_west_african_pagan];;;;;;;;;x
secret_religious_society_zun_pagan_desc;[GetReligiousSocietyDesc_zun_pagan];[GetReligiousSocietyDesc_zun_pagan];[GetReligiousSocietyDesc_zun_pagan];;[GetReligiousSocietyDesc_zun_pagan];;;;;;;;;x
;;;;;;;;;;;;;;
secret_religious_society_REAL_bon;The B�n Faithful;Fid�les b�n;der B�n-Gl�ubige;;los fieles del B�n;;;;;;;;;x
secret_religious_society_REAL_khurmazta;The Khurmazta Faithful;Fid�les khurmazta;der Khurmazta Faithful-Gl�ubige;;los fieles del Khurmazta;;;;;;;;;x
secret_religious_society_REAL_jewish;God's Faithful;Fid�les de Dieu;Gottes Getreue;;los fieles de Dios;;;;;;;;;x
secret_religious_society_REAL_zoroastrian;The Loyal Magi;Mages loyaux;Getreue Mager;;los magos leales;;;;;;;;;x
secret_religious_society_REAL_norse_pagan_reformed;The Oathkeepers;Gardiens du Serment;Schwurhalter;;los guardajuramentos;;;;;;;;;x
secret_religious_society_REAL_slavic_pagan_reformed;Perun's True;V�rit� de P�roun;Peruns Wahrhaftige;;los fieles de Per�n;;;;;;;;;x
secret_religious_society_REAL_baltic_pagan_reformed;The Children of Dievas;Enfants de Dievas;Kinder von Dievas;;los Filhos de Dievas;;;;;;;;;x
secret_religious_society_REAL_tengri_pagan_reformed;The Riders of the Blue Sky;Chevaucheurs du Ciel bleu;Reiter des blauen Himmels;;los jinetes del cielo azul;;;;;;;;;x
secret_religious_society_REAL_finnish_pagan_reformed;The Speakers of Ukko;Messagers d'Ukko;Sprecher von Ukko;;los portavoces de Ukko;;;;;;;;;x
secret_religious_society_REAL_west_african_pagan_reformed;The Spirit Keepers;Gardiens des Esprits;H�ter der Geister;;los custodios de los esp�ritus;;;;;;;;;x
secret_religious_society_REAL_zun_pagan_reformed;Zun's Living Fire;Feu Vivant de Zun;Lebendes Feuer von Zun;;el fuego viviente de Zun;;;;;;;;;x
secret_religious_society_REAL_catholic;The Society of Jesus;Soci�t� de J�sus;Anh�nger von Jesus;;la sociedad de Jes�s;;;;;;;;;x
secret_religious_society_REAL_orthodox;The Old Christians;Anciens Chr�tiens;Alte Christen;;los antiguos cristianos;;;;;;;;;x
secret_religious_society_REAL_sunni;The Islamic Brotherhood;Confr�rie islamique;Islamische Bruderschaft;;la hermandad isl�mica;;;;;;;;;x
secret_religious_society_REAL_shiite;The Party of Ali;Parti d'Ali;Partei von Ali;;los partidarios de Al�;;;;;;;;;x
secret_religious_society_REAL_hindu;Sanatana Dharma;Sanatana Dharma;Sanatana-Dharma;;sanatana darma;;;;;;;;;x
secret_religious_society_REAL_buddhist;The Eightfold Path;Sentier Octuple;Achtfacher Pfad;;el camino �ctuple;;;;;;;;;x
secret_religious_society_REAL_jain;The Harmless;Inoffensifs;Die Harmlosen;;los inofensivos;;;;;;;;;x
secret_religious_society_REAL_cathar;The Good Christians;Bons Chr�tiens;die guten Christen;;los Buenos hombres;;;;;;;;;x
secret_religious_society_REAL_fraticelli;The Fraticelli Faithful;Fid�les fraticelles;die Fratizellen;;los fieles fraticelli;;;;;;;;;x
secret_religious_society_REAL_lollard;The Lollard Faithful;Fid�les lollards;die Lollarden;;los fieles lolardos;;;;;;;;;x
secret_religious_society_REAL_waldensian;The Waldesian Faithful;Fid�les vaudois;die Waldenser;;los fieles waldesianos;;;;;;;;;x
secret_religious_society_REAL_bogomilist;The Bogomilist Faithful;Fid�les bogomiles;die Bogomilen;;el fiel bogomilo;;;;;;;;;x
secret_religious_society_REAL_monothelite;The Monothelite Faithful;Fid�les monoth�lites;die Anh�nger des Monotheletismus;;los fieles monotelitas;;;;;;;;;x
secret_religious_society_REAL_iconoclast;The Breakers of Icons;Briseurs d'ic�nes;die Ikonenzerst�rer;;los rompedores de im�genes;;;;;;;;;x
secret_religious_society_REAL_paulician;The Paulician Faithful;Fid�les pauliciens;die Paulikianer;;los fieles paulicianos;;;;;;;;;x
secret_religious_society_REAL_miaphysite;The Miaphysite Faithful;Fid�les miaphysites;die Miaphysiten;;los fieles miafisitas;;;;;;;;;x
secret_religious_society_REAL_monophysite;The Monophysite Faithful;Fid�les monophysites;die Monophysiten;;los fieles monofisitas;;;;;;;;;x
secret_religious_society_REAL_nestorian;The Nestorian Faithful;Fid�les nestoriens;die Nestorianer;;los fieles nestorianos;;;;;;;;;x
secret_religious_society_REAL_messalian;The Messalian Faithful;Fid�les messaliens;die Messalianer;;los fieles mesalianos;;;;;;;;;x
secret_religious_society_REAL_zikri;The Zikri Faithful;Fid�les zikris;die Zikris;;los fieles zikris;;;;;;;;;x
secret_religious_society_REAL_yazidi;The Children of Angels;Enfants des Anges;die Kinder von Engeln;;los Filhos de los �ngeles;;;;;;;;;x
secret_religious_society_REAL_druze;The Wise;Sages;die Weisen;;los sabios;;;;;;;;;x
secret_religious_society_REAL_hurufi;The Hurufi Faithful;Fid�les hurufites;die Hurufi;;los fieles huruf�es;;;;;;;;;x
secret_religious_society_REAL_ibadi;The Ibadi Faithful;Fid�les ibadites;die Ibadi;;los fieles ibad�es;;;;;;;;;x
secret_religious_society_REAL_kharijite;The Exchangers;�changeurs;die Tauscher;;�los que se salen�;;;;;;;;;x
secret_religious_society_REAL_samaritan;The Children of Israel;Enfants d'Isra�l;die Kinder Israels;;los Filhos de Israel;;;;;;;;;x
secret_religious_society_REAL_karaite;The Readers;Lecteurs;die Leser;;los lectores;;;;;;;;;x
secret_religious_society_REAL_mazdaki;The Mazdaki Faithful;Fid�les mazdakites;die Mazdakiten;;los fieles mazdekitas;;;;;;;;;x
secret_religious_society_REAL_manichean;The Manichean Faithful;Fid�les manich�ens;die Manich�isten;;los fieles maniqueos;;;;;;;;;x
secret_religious_society_REAL_norse_pagan;The Oathkeepers of Old;Gardiens de l'Ancien Serment;die Schwurhalter von einst;;los antiguos guardajuramentos;;;;;;;;;x
secret_religious_society_REAL_baltic_pagan;The Chosen of Dievas;�lus de Dievas;die Erw�hlten von Dievas;;los elegidos de Dievas;;;;;;;;;x
secret_religious_society_REAL_finnish_pagan;The Axes of Ukko;Haches d'Ukko;die �xte von Ukko;;las hachas de Ukko;;;;;;;;;x
secret_religious_society_REAL_slavic_pagan;The Warriors of Perun;Guerriers de P�roun;die Krieger von Perun;;los guerreros de Per�n;;;;;;;;;x
secret_religious_society_REAL_tengri_pagan;The Arrows of Tengri;Fl�ches de Tengri;die Pfeile von Tengri;;las flechas de Tengri;;;;;;;;;x
