#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
String_FR_GetGrecGrecqueOpp_male;_;grecque;;;;;;;;;;;;x
String_FR_GetGrecGrecqueOpp_female;_;grec;;;;;;;;;;;;x
## MOT DEVANT UNE COMMANDE (PAS D'ESPACE ENTRE LES DEUX COMMANDES)
String_FR_APOSTROPHE;_;';;;;;;;;;;;;x
String_FR_e_;_;e ;;;;;;;;;;;;x
String_FR_de_;_;de ;;;;;;;;;;;;x
String_FR_d;_;d';;;;;;;;;;;;x
String_FR_de_l;_;de l';;;;;;;;;;;;x
String_FR_de_la_;_;de la ;;;;;;;;;;;;x
String_FR_des_;_;des ;;;;;;;;;;;;x
String_FR_du_;_;du ;;;;;;;;;;;;x
String_FR_chez_les_;_;chez les ;;;;;;;;;;;;x
String_FR_dans_l;_;dans l';;;;;;;;;;;;x
String_FR_dans_la_;_;dans la ;;;;;;;;;;;;x
String_FR_dans_le_;_;dans le ;;;;;;;;;;;;x
String_FR_dans_les_;_;dans les ;;;;;;;;;;;;x
String_FR_au_;_;au ;;;;;;;;;;;;x
String_FR_a_l;_;� l';;;;;;;;;;;;x
String_FR_a_la_;_;� la ;;;;;;;;;;;;x
String_FR_aux_;_;aux ;;;;;;;;;;;;x
String_FR_Au_;_;Au ;;;;;;;;;;;;x
String_FR_A_l;_;� l';;;;;;;;;;;;x
String_FR_A_la_;_;� la ;;;;;;;;;;;;x
String_FR_Aux_;_;Aux ;;;;;;;;;;;;x
String_FR_le_;_;le ;;;;;;;;;;;;x
String_FR_la_;_;la ;;;;;;;;;;;;x
String_FR_l;_;l';;;;;;;;;;;;x
String_FR_les_;_;les ;;;;;;;;;;;;x
String_FR_Le_;_;Le ;;;;;;;;;;;;x
String_FR_La_;_;La ;;;;;;;;;;;;x
String_FR_L;_;L';;;;;;;;;;;;x
String_FR_Les_;_;Les ;;;;;;;;;;;;x
String_FR_on_;_;on ;;;;;;;;;;;;x
String_FR_a_;_;a ;;;;;;;;;;;;x
String_FR_a_ACCENT;_;� ;;;;;;;;;;;;x
String_FR_A_ACCENT;_;� ;;;;;;;;;;;;x
String_FR_en_;_;en ;;;;;;;;;;;;x
## ENGLISH COMMANDS WITH ARTICLE
# GetHoldingDuDela & GetCapitalHoldingDuDela
String_FR_GetHoldingAuAla_Castle_1;_;au ch�teau;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Castle_2;_;au ch�teau;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Castle_3;_;au palais;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_City_1;_;� la cit�;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_City_2;_;� la cit�;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_City_3;_;� la m�tropole;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Fallback_1;_;� la capitale;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Nomad_1;_;au camp;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Nomad_2;_;au campement;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Nomad_3;_;au palais;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_settlement;_;� la colonie;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Temple_1;_;au temple;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Tribal_1;_;au village;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Tribal_2;_;� la ville;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Tribal_3;_;� la forteresse;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Castle_1;_;du ch�teau;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Castle_2;_;du ch�teau;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Castle_3;_;du palais;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_City_1;_;de la cit�;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_City_2;_;de la cit�;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_City_3;_;de la m�tropole;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Fallback_1;_;de la capitale;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Nomad_1;_;du camp;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Nomad_2;_;du campement;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Nomad_3;_;du palais;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_settlement;_;de la colonie;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Temple_1;_;du temple;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Tribal_1;_;du village;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Tribal_2;_;de la ville;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Tribal_3;_;de la forteresse;;;;;;;;;;;;x
# GetHouseOfWorshipDuDela
String_FR_GetHouseOfWorshipDuDela_Christian;_;de l'�glise;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Muslim;_;de la mosqu�e;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Pagan;_;du temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Zoroastrian;_;du temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Jewish;_;de la synagogue;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Hindu;_;du temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Buddhist;_;du temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Jain;_;du temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Taoist;_;du temple;;;;;;;;;;;;x
# GetHouseOfWorshipUnUne
String_FR_GetHouseOfWorshipUnUne_Christian;_;une �glise;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Muslim;_;une mosqu�e;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Pagan;_;un temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Zoroastrian;_;un temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Jewish;_;une synagogue;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Hindu;_;un temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Buddhist;_;un temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Jain;_;un temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Taoist;_;un temple;;;;;;;;;;;;x
#GetMatterOfImportanceOnA
String_FR_GetMatterOfImportanceOnA_daughter;_;a fille;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_son;_;on fils;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_GetHusbandWifeOpp;_;[This.GetOnAOpp] [This.GetHusbandWifeOpp];;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_investments;_;es investissements;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_garden;_;es jardins;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_building_plans;_;es plans de construction;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_sword_practice;_;a pratique de l'�p�e;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_tome_collection;_;a collection de volumes;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_friends;_;es amis;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_love;_;on amour;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_dog;_;on chien;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_cat;_;on chat;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_health;_;a sant�;;;;;;;;x;;;;
# GetDWSettlementAuAla
String_FR_town_AuAla;_;� la ville;;;;;;;;;;;;x
String_FR_camp_AuAla;_;au camp;;;;;;;;;;;;x
# GetComplimentAdjectiveMascFem
String_FR_GetComplimentAdjectiveMascFem_COMPL_CLEVER_Fem;_;la sagace;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_CLEVER_Masc;_;le sagace;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_ELOQUENT_Fem;_;l'�loquente;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_ELOQUENT_Masc;_;l'�loquent;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_LEARNED_Fem;_;la savante;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_LEARNED_Masc;_;le savant;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_THRIFTY_Fem;_;l'�conome;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_THRIFTY_Masc;_;l'�conome;;;;;;;;;;;;x
# GetJobTitle2
String_FR_GetJobTitle2_job_chancellor;_;Chancelier;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_arabic;_;Grand vizir;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_aztec;_;Cihuacoatl;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_greek;_;Ma�tre des offices;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_iranian;_;Grand vizir;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_turkish;_;Grand vizir;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_west_african;_;Grand vizir;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_zoroastrian_group;_;Astabadh;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_marshal;_;Mar�chal;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_marshal_aztec;_;Tlacateccatl;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_marshal_greek;_;Protostrator;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_marshal_zoroastrian_group;_;Eran Spahbod;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual;_;Chapelain;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_aztec;_;Sahag�n;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_baltic_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_baltic_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_christian;_;Chapelain;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_finnish_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_finnish_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_hellenic_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_indian_group;_;Upadhyaya;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_jewish_group;_;Rabbin de la cour;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_muslim;_;Imam;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_norse_pagan_female;_;Voyante;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_norse_pagan_male;_;Voyant;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_norse_pagan_reformed_female;_;Voyante;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_norse_pagan_reformed_male;_;Voyant;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_orthodox;_;Sacristain;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_pagan_group;_;Grand m�dium;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_shiite;_;Mollah de la Cour;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_slavic_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_slavic_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_tengri_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_tengri_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_zoroastrian;_;Mobad;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_zoroastrian_group;_;Mobad;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_zun_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_zun_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spymaster;_;Ma�tre-Espion;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spymaster_aztec;_;Tillancalqui;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spymaster_greek;_;Mystique;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_treasurer;_;Intendant;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_treasurer_aztec;_;Petlacalcatl;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_treasurer_greek;_;Sacellaire;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_treasurer_zoroastrian_group;_;Darik-pat;;;;;;;;;;;;x
## VARIOUS STRINGS
# Strings Cultures
String_FR_Culture_afghan_Fem;_;afghane;;;;;;;;;;;;x
String_FR_Culture_afghan_Masc;_;afghan;;;;;;;;;;;;x
String_FR_Culture_afghan_PlFem;_;afghanes;;;;;;;;;;;;x
String_FR_Culture_afghan_PlMasc;_;afghans;;;;;;;;;;;;x
String_FR_Culture_alan_Fem;_;alaine;;;;;;;;;;;;x
String_FR_Culture_alan_Masc;_;alain;;;;;;;;;;;;x
String_FR_Culture_alan_PlFem;_;alaines;;;;;;;;;;;;x
String_FR_Culture_alan_PlMasc;_;alains;;;;;;;;;;;;x
String_FR_Culture_andalusian_arabic_Fem;_;andalouse;;;;;;;;;;;;x
String_FR_Culture_andalusian_arabic_Masc;_;andalous;;;;;;;;;;;;x
String_FR_Culture_andalusian_arabic_PlFem;_;andalouses;;;;;;;;;;;;x
String_FR_Culture_andalusian_arabic_PlMasc;_;andalous;;;;;;;;;;;;x
String_FR_Culture_arberian_Fem;_;albanaise;;;;;;;;;;;;x
String_FR_Culture_arberian_Masc;_;albanais;;;;;;;;;;;;x
String_FR_Culture_arberian_PlFem;_;albanaises;;;;;;;;;;;;x
String_FR_Culture_arberian_PlMasc;_;albanais;;;;;;;;;;;;x
String_FR_Culture_armenian_Fem;_;arm�nienne;;;;;;;;;;;;x
String_FR_Culture_armenian_Masc;_;arm�nien;;;;;;;;;;;;x
String_FR_Culture_armenian_PlFem;_;arm�niennes;;;;;;;;;;;;x
String_FR_Culture_armenian_PlMasc;_;arm�niens;;;;;;;;;;;;x
String_FR_Culture_ashkenazi_Fem;_;ashk�naze;;;;;;;;;;;;x
String_FR_Culture_ashkenazi_Masc;_;ashk�naze;;;;;;;;;;;;x
String_FR_Culture_ashkenazi_PlFem;_;ashk�nazes;;;;;;;;;;;;x
String_FR_Culture_ashkenazi_PlMasc;_;ashk�nazes;;;;;;;;;;;;x
String_FR_Culture_assamese_Fem;_;assamaise;;;;;;;;;;;;x
String_FR_Culture_assamese_Masc;_;assamais;;;;;;;;;;;;x
String_FR_Culture_assamese_PlFem;_;assamaises;;;;;;;;;;;;x
String_FR_Culture_assamese_PlMasc;_;assamais;;;;;;;;;;;;x
String_FR_Culture_assyrian_Fem;_;assyrienne;;;;;;;;;;;;x
String_FR_Culture_assyrian_Masc;_;assyrien;;;;;;;;;;;;x
String_FR_Culture_assyrian_PlFem;_;assyriennes;;;;;;;;;;;;x
String_FR_Culture_assyrian_PlMasc;_;assyriens;;;;;;;;;;;;x
String_FR_Culture_avar_Fem;_;avare;;;;;;;;;;;;x
String_FR_Culture_avar_Masc;_;avar;;;;;;;;;;;;x
String_FR_Culture_avar_PlFem;_;avares;;;;;;;;;;;;x
String_FR_Culture_avar_PlMasc;_;avars;;;;;;;;;;;;x
String_FR_Culture_baloch_Fem;_;baloutche;;;;;;;;;;;;x
String_FR_Culture_baloch_Masc;_;baloutche;;;;;;;;;;;;x
String_FR_Culture_baloch_PlFem;_;baloutches;;;;;;;;;;;;x
String_FR_Culture_baloch_PlMasc;_;baloutches;;;;;;;;;;;;x
String_FR_Culture_basque_Fem;_;basque;;;;;;;;;;;;x
String_FR_Culture_basque_Masc;_;basque;;;;;;;;;;;;x
String_FR_Culture_basque_PlFem;_;basques;;;;;;;;;;;;x
String_FR_Culture_basque_PlMasc;_;basques;;;;;;;;;;;;x
String_FR_Culture_bear_Fem;_;ourse;;;;;;;;;;;;x
String_FR_Culture_bear_Masc;_;ours;;;;;;;;;;;;x
String_FR_Culture_bear_PlFem;_;ourses;;;;;;;;;;;;x
String_FR_Culture_bear_PlMasc;_;ours;;;;;;;;;;;;x
String_FR_Culture_bedouin_arabic_Fem;_;b�douine;;;;;;;;;;;;x
String_FR_Culture_bedouin_arabic_Masc;_;b�douin;;;;;;;;;;;;x
String_FR_Culture_bedouin_arabic_PlFem;_;b�douines;;;;;;;;;;;;x
String_FR_Culture_bedouin_arabic_PlMasc;_;b�douins;;;;;;;;;;;;x
String_FR_Culture_bengali_Fem;_;bengale;;;;;;;;;;;;x
String_FR_Culture_bengali_Masc;_;bengale;;;;;;;;;;;;x
String_FR_Culture_bengali_PlFem;_;bengales;;;;;;;;;;;;x
String_FR_Culture_bengali_PlMasc;_;bengales;;;;;;;;;;;;x
String_FR_Culture_bodpa_Fem;_;bodpa;;;;;;;;;;;;x
String_FR_Culture_bodpa_Masc;_;bodpa;;;;;;;;;;;;x
String_FR_Culture_bodpa_PlFem;_;bodpa;;;;;;;;;;;;x
String_FR_Culture_bodpa_PlMasc;_;bodpa;;;;;;;;;;;;x
String_FR_Culture_bohemian_Fem;_;boh�mienne;;;;;;;;;;;;x
String_FR_Culture_bohemian_Masc;_;boh�mien;;;;;;;;;;;;x
String_FR_Culture_bohemian_PlFem;_;boh�miennes;;;;;;;;;;;;x
String_FR_Culture_bohemian_PlMasc;_;boh�miens;;;;;;;;;;;;x
String_FR_Culture_bolghar_Fem;_;bolgare;;;;;;;;;;;;x
String_FR_Culture_bolghar_Masc;_;bolgar;;;;;;;;;;;;x
String_FR_Culture_bolghar_PlFem;_;bolgares;;;;;;;;;;;;x
String_FR_Culture_bolghar_PlMasc;_;bolgars;;;;;;;;;;;;x
String_FR_Culture_bosnian_Fem;_;bosnienne;;;;;;;;;;;;x
String_FR_Culture_bosnian_Masc;_;bosnien;;;;;;;;;;;;x
String_FR_Culture_bosnian_PlFem;_;bosniennes;;;;;;;;;;;;x
String_FR_Culture_bosnian_PlMasc;_;bosniens;;;;;;;;;;;;x
String_FR_Culture_breton_Fem;_;bretonne;;;;;;;;;;;;x
String_FR_Culture_breton_Masc;_;breton;;;;;;;;;;;;x
String_FR_Culture_breton_PlFem;_;bretonnes;;;;;;;;;;;;x
String_FR_Culture_breton_PlMasc;_;bretons;;;;;;;;;;;;x
String_FR_Culture_bulgarian_Fem;_;bulgare;;;;;;;;;;;;x
String_FR_Culture_bulgarian_Masc;_;bulgare;;;;;;;;;;;;x
String_FR_Culture_bulgarian_PlFem;_;bulgares;;;;;;;;;;;;x
String_FR_Culture_bulgarian_PlMasc;_;bulgares;;;;;;;;;;;;x
String_FR_Culture_carantanian_Fem;_;carantanienne;;;;;;;;;;;;x
String_FR_Culture_carantanian_Masc;_;carantanien;;;;;;;;;;;;x
String_FR_Culture_carantanian_PlFem;_;carantaniennes;;;;;;;;;;;;x
String_FR_Culture_carantanian_PlMasc;_;carantaniens;;;;;;;;;;;;x
String_FR_Culture_castillan_Fem;_;castillane;;;;;;;;;;;;x
String_FR_Culture_castillan_Masc;_;castillan;;;;;;;;;;;;x
String_FR_Culture_castillan_PlFem;_;castillanes;;;;;;;;;;;;x
String_FR_Culture_castillan_PlMasc;_;castillans;;;;;;;;;;;;x
String_FR_Culture_cat_Fem;_;f�line;;;;;;;;;;;;x
String_FR_Culture_cat_Masc;_;f�lin;;;;;;;;;;;;x
String_FR_Culture_cat_PlFem;_;f�lines;;;;;;;;;;;;x
String_FR_Culture_cat_PlMasc;_;f�lins;;;;;;;;;;;;x
String_FR_Culture_catalan_Fem;_;catalane;;;;;;;;;;;;x
String_FR_Culture_catalan_Masc;_;catalan;;;;;;;;;;;;x
String_FR_Culture_catalan_PlFem;_;catalanes;;;;;;;;;;;;x
String_FR_Culture_catalan_PlMasc;_;catalans;;;;;;;;;;;;x
String_FR_Culture_coptic_Fem;_;copte;;;;;;;;;;;;x
String_FR_Culture_coptic_Masc;_;copte;;;;;;;;;;;;x
